user_id,city,order_frequency,avg_order_value,segment,restaurant_id,cuisine,rating,item_id,category,hour_of_day,is_lunch,is_dinner,cart_size,addon_accepted
481,New York,6,11.74028649231891,Budget,127,Mexican,3.3,660,Dessert,22,False,False,1,False
428,Phoenix,7,11.353613267917543,Budget,183,Thai,3.1,378,Drink,20,False,True,1,True
37,Philadelphia,8,20.67058663816893,Budget,11,French,3.2,1330,Side,12,True,False,1,False
844,Philadelphia,5,13.801456013180399,Budget,148,French,4.1,1432,Dessert,12,True,False,4,True
675,Los Angeles,3,11.392123310913526,Budget,177,Greek,3.1,103,Dessert,18,False,True,4,True
709,Phoenix,4,9.54352657187442,Budget,32,American,3.4,132,Main,8,False,False,1,False
736,San Antonio,5,14.005848399949002,Premium,88,French,3.8,1585,Side,15,False,False,4,False
449,San Jose,7,10.299903255691202,Budget,2,Japanese,3.2,755,Drink,15,False,False,5,True
386,Houston,5,6.162071464388833,Budget,169,Mexican,3.9,135,Side,17,False,False,2,False
752,Chicago,5,20.44465968337411,Budget,183,Thai,3.1,138,Side,18,False,True,5,False
970,New York,2,27.615300385513024,Budget,89,American,3.8,1628,Side,15,False,False,3,False
223,Chicago,9,8.563372293738006,Budget,53,Italian,3.7,1137,Drink,12,True,False,4,True
885,Phoenix,7,11.171971312787306,Budget,129,Japanese,2.9,839,Dessert,12,True,False,2,True
545,New York,6,6.381666231816903,Budget,39,Greek,3.7,99,Side,12,True,False,3,False
16,San Antonio,7,33.82654362600106,Premium,81,Korean,3.8,1397,Main,20,False,True,4,True
898,Phoenix,9,19.006302136894657,Budget,43,Greek,4.6,61,Drink,20,False,True,4,True
130,Dallas,7,48.53782870063408,Premium,86,Italian,4.2,59,Side,16,False,False,1,False
162,New York,9,22.463549555850125,Premium,34,Korean,3.6,1090,Drink,14,True,False,5,True
576,New York,5,27.750247771710892,Premium,116,Greek,3.9,1505,Dessert,21,False,True,4,True
938,Los Angeles,6,13.386381450623277,Budget,187,Italian,3.3,522,Side,14,True,False,1,False
781,Los Angeles,3,20.099264616368853,Budget,121,Italian,3.8,1585,Side,18,False,True,3,False
535,Phoenix,6,21.748331294032415,Budget,114,Greek,4.1,104,Side,11,True,False,4,False
846,New York,7,14.094460365987704,Budget,38,French,4.7,965,Drink,12,True,False,2,True
585,Houston,6,43.69978415965678,Budget,120,Chinese,5.0,906,Side,15,False,False,5,False
708,Chicago,6,14.589818839767652,Budget,47,Chinese,3.7,590,Drink,11,True,False,4,True
925,Phoenix,8,6.056289148519367,Budget,148,French,4.1,1204,Main,16,False,False,1,True
342,San Diego,11,14.485046344169328,Premium,116,Greek,3.9,1635,Side,12,True,False,3,True
919,San Diego,4,16.08699285758231,Budget,38,French,4.7,1667,Dessert,11,True,False,1,True
337,Houston,6,10.994074592536434,Budget,86,Italian,4.2,1915,Drink,11,True,False,4,True
341,Dallas,9,7.745669008688036,Budget,191,Greek,4.0,1299,Dessert,13,True,False,4,False
955,Los Angeles,2,6.016294778103315,Budget,47,Chinese,3.7,1862,Side,9,False,False,3,False
523,Phoenix,9,17.57093385610066,Budget,3,French,3.9,1644,Dessert,12,True,False,1,False
930,San Antonio,6,8.25228630011025,Budget,96,Japanese,4.3,455,Drink,15,False,False,5,True
559,Philadelphia,7,29.389950074482336,Premium,72,Italian,4.2,195,Main,21,False,True,4,True
147,Chicago,11,6.034059725315738,Budget,173,French,3.7,440,Main,20,False,True,4,False
764,Dallas,9,7.11112483728287,Budget,2,Japanese,3.2,1669,Drink,11,True,False,1,False
599,San Diego,7,16.11561263123108,Budget,83,American,3.3,25,Side,18,False,True,5,False
353,Dallas,5,18.58839942061684,Premium,148,French,4.1,344,Main,18,False,True,4,False
560,Phoenix,8,11.325419413736197,Premium,115,French,3.7,1893,Dessert,18,False,True,2,False
830,Philadelphia,5,15.85443008391741,Budget,179,Japanese,4.2,626,Main,15,False,False,3,False
274,San Jose,6,7.797257585900661,Budget,28,Mexican,4.1,578,Dessert,22,False,False,3,True
901,Chicago,6,6.435516098934595,Budget,171,Japanese,4.9,1790,Drink,9,False,False,2,False
459,San Antonio,4,16.43473683937745,Budget,21,Italian,4.6,920,Main,8,False,False,3,True
319,Houston,5,26.06775862305934,Budget,111,Indian,4.5,1803,Dessert,9,False,False,5,False
871,Los Angeles,9,30.95772224669799,Premium,74,Thai,4.3,690,Main,8,False,False,1,False
121,San Diego,6,18.964674091506133,Premium,10,French,4.3,333,Dessert,10,False,False,5,False
424,Philadelphia,7,20.223349855516954,Budget,194,Thai,4.2,156,Main,10,False,False,2,False
460,Chicago,8,17.016275090725767,Budget,93,American,4.6,509,Main,8,False,False,1,False
833,San Antonio,4,40.21282587819581,Budget,124,Indian,3.7,1865,Side,20,False,True,5,True
268,Dallas,7,16.254650185446682,Budget,1,Thai,3.9,1149,Drink,13,True,False,2,False
544,Los Angeles,9,14.209686699278535,Premium,145,Korean,4.0,270,Drink,19,False,True,4,True
389,Dallas,2,10.748821632834197,Premium,48,Japanese,3.8,28,Side,19,False,True,3,True
552,Los Angeles,8,9.469504887152526,Budget,200,American,2.8,122,Main,19,False,True,4,False
943,New York,8,23.766313786177367,Premium,112,Korean,3.7,1732,Dessert,19,False,True,5,True
932,Dallas,8,28.848796596484732,Premium,178,Mexican,4.1,953,Dessert,16,False,False,2,True
879,Dallas,8,25.016466747617482,Premium,27,French,3.5,981,Main,21,False,True,3,False
355,Dallas,7,22.305420209126435,Premium,149,American,4.2,282,Dessert,9,False,False,2,False
637,Chicago,5,12.183631034159617,Budget,125,Korean,3.6,965,Side,21,False,True,3,True
794,New York,8,9.68599165036572,Budget,112,Korean,3.7,287,Side,8,False,False,4,False
384,Phoenix,4,11.687071119147799,Budget,162,Italian,4.1,1091,Drink,22,False,False,2,True
864,New York,3,16.559056506194317,Budget,78,Japanese,3.8,1175,Dessert,11,True,False,5,True
745,San Diego,6,12.462769228767884,Budget,99,Indian,4.1,761,Side,21,False,True,5,True
263,New York,10,21.829762598439657,Budget,121,Italian,3.8,1343,Drink,20,False,True,4,False
626,San Jose,9,8.916920431149826,Budget,49,Mexican,4.3,1137,Side,14,True,False,3,False
303,Phoenix,6,15.091874422023114,Budget,81,Korean,3.8,776,Main,16,False,False,1,False
862,Houston,6,13.137299596972865,Budget,102,Mexican,4.4,1521,Main,10,False,False,2,False
776,San Jose,8,19.519115297230233,Budget,115,French,3.7,228,Drink,15,False,False,1,True
827,San Antonio,7,13.48976970320961,Premium,171,Japanese,4.9,133,Drink,18,False,True,5,False
729,Chicago,5,32.42390006648228,Premium,43,Greek,4.6,1139,Drink,17,False,False,5,False
616,San Antonio,4,24.365658408111294,Budget,171,Japanese,4.9,1672,Side,13,True,False,1,True
96,Los Angeles,4,7.909025812034939,Budget,45,American,4.1,1720,Dessert,22,False,False,1,False
163,San Antonio,13,11.20590598988151,Budget,166,American,3.6,791,Main,15,False,False,1,False
380,Dallas,7,26.545109480484058,Premium,185,Mexican,4.3,1593,Main,16,False,False,3,False
88,Philadelphia,5,3.8537219348363365,Budget,62,Greek,3.9,1259,Side,20,False,True,3,False
319,Houston,5,26.06775862305934,Budget,71,Indian,3.9,727,Dessert,16,False,False,3,True
650,San Antonio,7,19.465888886561974,Budget,100,Mexican,4.0,938,Side,9,False,False,3,False
37,Philadelphia,8,20.67058663816893,Budget,171,Japanese,4.9,1277,Side,9,False,False,1,False
336,Houston,3,8.931427181488322,Budget,44,French,5.0,579,Main,11,True,False,2,False
851,Phoenix,7,10.200524823539643,Budget,6,Italian,4.1,46,Main,18,False,True,5,False
522,Phoenix,6,28.683838807816578,Budget,200,American,2.8,433,Main,14,True,False,5,False
604,Houston,11,15.01579846650766,Budget,88,French,3.8,826,Drink,18,False,True,3,False
531,Dallas,5,22.200856625530985,Budget,59,Korean,4.2,1713,Side,22,False,False,4,True
241,San Diego,3,18.756682953241913,Budget,150,Italian,4.3,1516,Main,14,True,False,5,False
982,Houston,7,17.54483624376846,Budget,159,Japanese,4.1,1933,Main,17,False,False,5,False
3,Chicago,4,5.1425089541211255,Budget,9,Thai,3.6,1601,Dessert,16,False,False,3,False
325,Chicago,9,20.091385859908332,Budget,143,Thai,3.9,1825,Main,14,True,False,3,False
424,Philadelphia,7,20.223349855516954,Budget,175,Thai,4.9,234,Drink,17,False,False,3,False
455,Houston,7,22.198827634198345,Budget,128,Mexican,4.2,1625,Main,14,True,False,2,False
853,Chicago,6,12.708265046392816,Budget,80,Korean,3.5,27,Main,15,False,False,3,False
948,San Jose,8,5.761954071481502,Budget,163,Chinese,3.5,229,Main,19,False,True,1,True
914,San Antonio,3,14.337161226828957,Premium,3,French,3.9,1134,Dessert,8,False,False,5,False
897,Dallas,3,13.650723235249384,Premium,176,Chinese,3.5,1486,Drink,12,True,False,1,False
881,Houston,5,4.264486895269036,Budget,195,Indian,3.6,942,Dessert,8,False,False,3,False
78,Los Angeles,8,8.336389898654726,Premium,50,French,3.8,59,Main,22,False,False,3,False
380,Dallas,7,26.545109480484058,Premium,168,Mexican,3.1,1445,Main,22,False,False,5,False
101,San Antonio,3,14.865092224258548,Premium,80,Korean,3.5,408,Drink,15,False,False,1,False
866,Dallas,6,16.258937704414894,Premium,107,Greek,3.5,63,Dessert,13,True,False,3,False
564,San Jose,5,8.684175234073715,Budget,128,Mexican,4.2,1897,Side,12,True,False,2,False
648,San Jose,7,11.300856345119557,Budget,105,Japanese,2.9,1094,Side,14,True,False,5,False
494,San Diego,8,11.735611252427246,Budget,171,Japanese,4.9,699,Main,19,False,True,1,True
229,Houston,10,9.783589065821719,Budget,41,French,3.4,1934,Side,15,False,False,2,False
80,Dallas,4,14.902957207231548,Budget,157,Italian,3.4,452,Drink,18,False,True,5,True
704,Los Angeles,4,4.301443432748774,Budget,13,American,4.7,512,Dessert,9,False,False,4,False
597,Philadelphia,7,11.74013799045654,Budget,152,American,2.9,728,Side,22,False,False,3,False
539,Dallas,6,14.538116603032984,Budget,102,Mexican,4.4,1634,Dessert,21,False,True,1,False
931,San Antonio,4,10.299226526648312,Premium,87,Chinese,4.0,426,Drink,8,False,False,4,True
87,San Antonio,5,10.617187512662602,Budget,44,French,5.0,203,Side,16,False,False,3,False
464,San Diego,4,9.946457826091756,Premium,17,Chinese,4.1,44,Drink,19,False,True,5,True
420,San Antonio,7,12.663664874341615,Budget,120,Chinese,5.0,1787,Drink,15,False,False,4,False
386,Houston,5,6.162071464388833,Budget,135,French,4.8,1995,Side,14,True,False,2,True
781,Los Angeles,3,20.099264616368853,Budget,68,Mexican,4.1,872,Main,10,False,False,2,False
437,Phoenix,5,9.520416413876822,Budget,48,Japanese,3.8,1450,Side,19,False,True,5,True
208,Philadelphia,5,37.57045246147593,Budget,131,French,4.4,290,Drink,9,False,False,3,False
104,San Diego,4,13.835121864912828,Budget,44,French,5.0,1222,Dessert,20,False,True,2,True
659,Philadelphia,6,41.587116061816936,Premium,5,Mexican,3.8,1085,Dessert,14,True,False,4,False
471,Dallas,8,11.60378793198569,Budget,141,Mexican,4.9,1375,Side,17,False,False,5,False
461,New York,6,23.296142118988534,Premium,133,Indian,4.3,813,Side,11,True,False,2,True
727,Philadelphia,7,7.084398416705875,Budget,144,French,4.2,1464,Dessert,18,False,True,3,False
719,San Antonio,6,18.5114005066071,Premium,16,Italian,4.4,658,Drink,18,False,True,1,True
48,San Jose,5,17.945098735727054,Budget,120,Chinese,5.0,883,Main,11,True,False,3,True
193,Phoenix,6,9.64220097377761,Budget,116,Greek,3.9,1574,Dessert,20,False,True,1,True
996,Chicago,6,11.112589774184535,Premium,7,Greek,4.1,1226,Side,21,False,True,5,False
395,San Diego,7,45.087555965103974,Premium,56,Korean,4.3,1124,Dessert,10,False,False,5,False
916,San Jose,6,9.236402069749351,Budget,161,Greek,3.6,457,Drink,18,False,True,2,True
374,Phoenix,2,13.411564834516447,Budget,135,French,4.8,1603,Side,19,False,True,1,True
75,Philadelphia,7,13.26310939289843,Budget,139,Italian,3.8,1108,Side,8,False,False,3,False
814,Philadelphia,3,38.70027572302521,Premium,113,Chinese,3.0,1061,Main,15,False,False,3,False
721,San Antonio,5,10.537931591843666,Budget,142,Greek,3.9,1353,Drink,19,False,True,2,False
368,Los Angeles,5,27.1432015797102,Budget,136,Chinese,3.6,861,Side,16,False,False,5,False
67,Los Angeles,6,15.43771735343447,Budget,116,Greek,3.9,899,Side,17,False,False,4,False
110,Chicago,7,9.7540367101193,Budget,183,Thai,3.1,1972,Drink,14,True,False,1,False
530,San Antonio,7,9.625710292660491,Budget,116,Greek,3.9,1001,Side,10,False,False,3,True
574,Dallas,4,14.067815760541116,Premium,165,Italian,4.0,426,Drink,12,True,False,5,True
454,Philadelphia,5,11.80163065106438,Budget,73,American,3.9,1737,Side,14,True,False,1,False
89,Dallas,6,26.09891402164501,Budget,112,Korean,3.7,1339,Dessert,8,False,False,1,False
377,Houston,4,11.569503411446323,Budget,126,Greek,4.3,12,Main,14,True,False,2,False
238,Dallas,7,10.47262968089997,Budget,200,American,2.8,1795,Main,15,False,False,3,False
102,Los Angeles,10,17.816509854227633,Budget,35,Chinese,3.1,867,Dessert,10,False,False,1,True
215,Chicago,8,6.540858214407393,Budget,4,Chinese,4.4,192,Main,22,False,False,5,False
311,Philadelphia,6,7.789944134785026,Budget,138,French,2.8,274,Side,22,False,False,2,False
893,San Jose,8,24.89306025327394,Premium,132,Chinese,3.4,1857,Drink,14,True,False,4,False
168,San Antonio,7,12.986383022486415,Budget,171,Japanese,4.9,802,Drink,18,False,True,3,True
259,Philadelphia,8,10.973555921056908,Budget,85,Indian,4.1,1335,Main,11,True,False,3,False
719,San Antonio,6,18.5114005066071,Premium,167,Thai,4.8,434,Side,20,False,True,3,True
557,Philadelphia,4,16.52770637182927,Premium,144,French,4.2,1701,Dessert,22,False,False,4,False
989,Chicago,5,22.470618332907744,Premium,63,Japanese,3.1,1000,Dessert,12,True,False,5,True
557,Philadelphia,4,16.52770637182927,Premium,177,Greek,3.1,1650,Dessert,18,False,True,4,True
115,Los Angeles,6,20.811344227844845,Budget,174,Thai,3.9,1395,Side,18,False,True,5,False
842,Los Angeles,5,9.939904149830678,Budget,181,Mexican,4.3,1055,Dessert,11,True,False,4,False
278,San Diego,7,10.727980072071897,Premium,86,Italian,4.2,1640,Drink,22,False,False,3,False
39,New York,8,9.557423917795571,Budget,198,Japanese,4.8,1005,Side,10,False,False,5,False
713,Los Angeles,6,8.24347362014437,Budget,133,Indian,4.3,845,Drink,16,False,False,5,False
996,Chicago,6,11.112589774184535,Premium,101,French,4.2,910,Side,12,True,False,2,False
362,San Diego,9,13.33471880122272,Premium,91,Thai,4.1,1925,Side,22,False,False,4,False
736,San Antonio,5,14.005848399949002,Premium,26,Thai,3.8,1895,Side,22,False,False,5,True
735,San Jose,7,16.502782434717297,Premium,4,Chinese,4.4,1045,Drink,16,False,False,5,False
780,San Jose,7,13.667907775233562,Budget,41,French,3.4,619,Drink,13,True,False,2,False
389,Dallas,2,10.748821632834197,Premium,105,Japanese,2.9,530,Side,20,False,True,1,True
208,Philadelphia,5,37.57045246147593,Budget,8,Mexican,4.0,589,Main,12,True,False,4,False
791,Dallas,4,6.704229059060094,Budget,31,Italian,4.0,350,Drink,20,False,True,2,True
302,Houston,3,50.354693807154185,Premium,125,Korean,3.6,175,Side,8,False,False,2,False
517,Los Angeles,5,5.341375917977139,Budget,183,Thai,3.1,907,Drink,17,False,False,5,False
982,Houston,7,17.54483624376846,Budget,37,American,3.9,1049,Side,11,True,False,2,False
567,San Jose,4,13.152008925259217,Premium,162,Italian,4.1,1943,Main,19,False,True,1,False
224,Phoenix,7,11.847483251337819,Budget,183,Thai,3.1,1813,Side,21,False,True,5,False
259,Philadelphia,8,10.973555921056908,Budget,90,Mexican,4.4,228,Dessert,21,False,True,2,True
523,Phoenix,9,17.57093385610066,Budget,66,Chinese,3.8,1507,Main,10,False,False,2,True
481,New York,6,11.74028649231891,Budget,4,Chinese,4.4,1375,Side,20,False,True,4,False
702,New York,8,8.56418450286431,Budget,107,Greek,3.5,1423,Main,11,True,False,4,False
944,Philadelphia,6,19.2491459774307,Budget,38,French,4.7,1564,Drink,9,False,False,2,True
630,Phoenix,2,12.50127311629466,Budget,133,Indian,4.3,39,Drink,15,False,False,5,False
473,San Diego,7,16.627118303101806,Budget,1,Thai,3.9,862,Main,14,True,False,2,False
649,Phoenix,8,25.44515786319869,Premium,23,Thai,4.6,856,Drink,19,False,True,5,False
344,Houston,4,20.12138701719167,Budget,131,French,4.4,490,Drink,17,False,False,4,False
8,Dallas,10,24.402228415378012,Premium,165,Italian,4.0,1882,Drink,9,False,False,5,False
777,Los Angeles,6,15.96588501419033,Budget,6,Italian,4.1,746,Drink,16,False,False,2,False
175,Houston,6,14.694730632817269,Budget,2,Japanese,3.2,1900,Dessert,14,True,False,5,False
595,Phoenix,4,8.002902047979942,Budget,2,Japanese,3.2,1156,Dessert,12,True,False,2,False
265,New York,9,21.283902305569313,Budget,89,American,3.8,1755,Main,15,False,False,3,True
765,San Antonio,8,18.734417469981068,Budget,129,Japanese,2.9,354,Main,22,False,False,5,True
962,San Jose,3,5.0179184280535365,Budget,30,Italian,4.3,1368,Main,15,False,False,2,False
507,New York,3,9.16217444995283,Budget,136,Chinese,3.6,316,Dessert,19,False,True,1,False
230,San Jose,7,21.82707940811181,Budget,169,Mexican,3.9,124,Main,22,False,False,5,False
96,Los Angeles,4,7.909025812034939,Budget,177,Greek,3.1,1529,Dessert,14,True,False,4,True
249,Phoenix,3,8.155998211242325,Budget,6,Italian,4.1,1933,Dessert,15,False,False,2,False
450,San Diego,6,8.209379318031726,Budget,189,American,3.2,626,Side,9,False,False,4,False
977,Phoenix,6,8.389902813177974,Budget,144,French,4.2,796,Side,9,False,False,1,True
462,San Jose,9,15.357322523272288,Budget,174,Thai,3.9,866,Drink,9,False,False,3,False
420,San Antonio,7,12.663664874341615,Budget,50,French,3.8,147,Drink,17,False,False,5,False
879,Dallas,8,25.016466747617482,Premium,176,Chinese,3.5,1743,Side,14,True,False,5,True
490,San Jose,6,13.14163826392334,Premium,152,American,2.9,1737,Side,17,False,False,3,False
497,San Jose,4,25.052985528346998,Premium,103,French,3.4,1543,Drink,21,False,True,2,True
578,Houston,2,23.992023010883145,Budget,51,American,3.9,744,Drink,12,True,False,4,True
711,New York,3,21.950114642155675,Budget,47,Chinese,3.7,603,Main,18,False,True,3,True
509,Phoenix,6,11.158683982117383,Budget,50,French,3.8,406,Main,8,False,False,2,False
830,Philadelphia,5,15.85443008391741,Budget,139,Italian,3.8,1953,Side,15,False,False,1,False
123,San Diego,6,37.45134396551002,Premium,78,Japanese,3.8,542,Main,20,False,True,5,True
981,Phoenix,6,9.4398456582355,Budget,80,Korean,3.5,547,Main,11,True,False,2,False
